"Etat","Date","Population","Crime_Violent"
"West_Virginia",1987,1897000,2605
"West_Virginia",1988,1884000,2476
"West_Virginia",1989,1857000,2724
"West_Virginia",1990,1793477,3036
"West_Virginia",1991,1801000,3440
"West_Virginia",1992,1812000,3833
"West_Virginia",1993,1820000,3793
"West_Virginia",1994,1822000,3931
"West_Virginia",1995,1828000,3842
"West_Virginia",1996,1826000,3836
"West_Virginia",1997,1816000,3971
"West_Virginia",1998,1811000,4503
"West_Virginia",1999,1807000,6336
"West_Virginia",2000,1808344,5723
"West_Virginia",2001,1801916,5035
"West_Virginia",2002,1804884,4221
"West_Virginia",2003,1811440,4627
"West_Virginia",2004,1812548,5110
"West_Virginia",2005,1816856,4957
"Wisconsin",1960,3951777,1261
"Wisconsin",1961,4022000,1268
"Wisconsin",1962,4092000,1174
"Wisconsin",1963,4061000,1312
"Wisconsin",1964,4107000,1762
"Wisconsin",1965,4144000,1911
"Wisconsin",1966,4161000,1984
"Wisconsin",1967,4189000,2948
"Wisconsin",1968,4213000,3400
"Wisconsin",1969,4233000,3411
"Wisconsin",1970,4417933,3792
"Wisconsin",1971,4476000,3957
"Wisconsin",1972,4520000,4358
"Wisconsin",1973,4569000,5273
"Wisconsin",1974,4566000,6411
"Wisconsin",1975,4607000,6992
"Wisconsin",1976,4609000,6345
"Wisconsin",1977,4651000,6117
"Wisconsin",1978,4679000,6184
"Wisconsin",1979,4720000,7839
"Wisconsin",1980,4680917,8546
"Wisconsin",1981,4739000,8904
"Wisconsin",1982,4765000,9077
"Wisconsin",1983,4751000,9070
"Wisconsin",1984,4766000,9367
"Wisconsin",1985,4775000,9880
"Wisconsin",1986,4785000,12339
"Wisconsin",1987,4807000,12014
"Wisconsin",1988,4858000,10414
"Wisconsin",1989,4867000,10834
"Wisconsin",1990,4891769,12948
"Wisconsin",1991,4955000,13723
"Wisconsin",1992,5007000,13806
"Wisconsin",1993,5038000,13321
"Wisconsin",1994,5082000,13748
"Wisconsin",1995,5123000,14399
"Wisconsin",1996,5160000,13039
"Wisconsin",1997,5170000,13988
"Wisconsin",1998,5224000,13009
"Wisconsin",1999,5250000,12908
"Wisconsin",2000,5363675,12700
"Wisconsin",2001,5401906,12486
"Wisconsin",2002,5439692,12238
"Wisconsin",2003,5474290,12104
"Wisconsin",2004,5503533,11548
"Wisconsin",2005,5536201,13371
"Wyoming",1960,330066,362
"Wyoming",1961,338000,288
"Wyoming",1962,365000,156
"Wyoming",1963,337000,213
"Wyoming",1964,343000,285
"Wyoming",1965,340000,257
"Wyoming",1966,329000,273
"Wyoming",1967,315000,294
"Wyoming",1968,315000,278
"Wyoming",1969,320000,286
"Wyoming",1970,332416,376
"Wyoming",1971,340000,532
"Wyoming",1972,345000,511
"Wyoming",1973,353000,763
"Wyoming",1974,359000,519
"Wyoming",1975,374000,764
"Wyoming",1976,390000,851
"Wyoming",1977,406000,978
"Wyoming",1978,424000,1189
"Wyoming",1979,450000,1579
"Wyoming",1980,468954,1841
"Wyoming",1981,492000,2116
"Wyoming",1982,502000,1527
"Wyoming",1983,514000,1219
"Wyoming",1984,511000,1237
"Wyoming",1985,509000,1307
"Wyoming",1986,507000,1486
"Wyoming",1987,490000,1387
"Wyoming",1988,471000,1479
"Wyoming",1989,475000,1227
"Wyoming",1990,453588,1367
"Wyoming",1991,460000,1427
"Wyoming",1992,466000,1489
"Wyoming",1993,470000,1345
"Wyoming",1994,476000,1297
"Wyoming",1995,480000,1220
"Wyoming",1996,481000,1201
"Wyoming",1997,480000,1225
"Wyoming",1998,481000,1191
"Wyoming",1999,480000,1115
"Wyoming",2000,493782,1316
"Wyoming",2001,494423,1272
"Wyoming",2002,498830,1364
"Wyoming",2003,502111,1314
"Wyoming",2004,505887,1163
"Wyoming",2005,509294,1172
